**Sloka**,Verse
6-69-42,"Hearing the enhanced noise of the leaders of the army of monkeys, the troops ofdemons who were terrible in might, not tolerating the rejoice of the enemies, then made a noisemore terribly."
6-69-43,"Entering that terrific army of demons, those monkey-leaders, with their raisedmountains, roamed about like mountains with their peaks."
6-69-44,"Some monkeys entering the sky and some others enraged, staying on earth with treesand rocks as their weapons, wandered among the army of demons."
6-69-45,"The foremost among the monkeys, holding trees, having extensive branches, roamedabout in the battle-field. That battle-front, filled with demons and monkeys, looked terrific."
6-69-46,"Those monkeys, of terrific prowess, though impeded by a flood of arrows, initiated amatchless rain of trees, rocks and mountains."
6-69-47,"In the battle, the demons and the monkeys made a noise of lion's roars. The monkeyspounded the demons with rocks."
6-69-48,"The enraged monkeys killed demons wearing armours and ornaments. Some killed valiantdemons, sitting or standing in chariots and also those demons mounted on elephants and horses."
6-69-49,"Valiant monkeys struck the demons vehemently. Those foremost of demons trembled, astheir bodies were attacked by mountain-peaks and blows of fists, down and roared."
6-69-50,"Those demons also pierced the foremost of monkeys with sharp arrows, striking themwith spears mallets, swords, javelins and lances."
6-69-51,"There, the monkeys and demons having their limbs smeared with the blood of theirfoes, mowed each other with a desire to conquer each other."
6-69-52,"Thereupon, within an instant, the battle-field became dampened with blood andcovered by the mountains and swords thrown by the monkeys and demons."
6-69-53,"Then the battle-field became filled with dead bodies of demons, who had an ardentpassion for battle, having their colossal bodies devastated and scattered all over."
6-69-54,"The demons, already thrown down and still being thrown down, with their spearsbroken by the monkeys at that time, approached the monkeys and carried out a wonderful combat withtheir limbs, arms and legs."
6-69-55,"Those foremost of demons struck the monkeys with their own corpses and the monkeysalso struck the titans with their own dead bodies."
6-69-56,"Then, grabbing the rocks and mountains, those titans struck the monkeys with them.The apes too, snatching away their weapons, struck the titans."
6-69-57,"The monkeys and demons fractured each other with crags and made a noise with lion'sroars."
6-69-58,"The titans, having their armours broken, as struck by the apes, emitted blood atthat place, like trees oozing their sap."
6-69-59,"Some monkeys in the battle-front destroyed chariot with chariots, elephants with thevery elephants and horse by the very horses."
6-69-60,"The titans broke the trees and rocks of monkey-chiefs with their sharp arrows withtheir hoe-shaped head, those arrows with crescent-shaped head and those with spear-like head."
6-69-61,"The battle-field, filled with those mountains, broken trees and dead bodies of apesand titans, became difficult to be traversed."
6-69-62,"Reaching the battle-field and abandoning their fear, all those monkeys, with theirthrilling martial arts full of pride, nay, who were having various weapons (like trees, rocks,teeth and nails) and unrepressed in spirit, carried out battle with the demons."
6-69-63,"Seeing the monkeys rejoicing in that tumultuous battle which commenced and thedemons falling down, the great sages and troop of celestials emitted shouts of triumph."
6-69-64,"Meanwhile, mounting on a horse having speed equal to the wind, and taking a barbedjavelin, Narantaka entered the terrific army of monkeys, as a fish entering the ocean."
6-69-65,"That valiant and mighty Narantaka, the enemy of Indra, single-handedly within aninstant, rent asunder seven hundred monkeys with that shining javelin and killed that army of theforemost of monkeys."
6-69-66,"Vidyadharas, the super natural beings and great sages, saw the mighty Narantaka,seated on the back of a horse and hacking a path way for himself through the army of monkeys."
6-69-67,"His path-way was covered with a mire of flesh and blood, along with heaps offallen-down dead-bodes of monkeys, looking like hills."
6-69-68,"Whenever the foremost of the monkeys thought of showing their valour, so oftenNarantaka overtook and cleaved them."
6-69-69,"He burn away the army of monkeys, as the fire burns away the forests. Even beforethe monkeys get time to uplift the trees and mountains, the javelin struck them and they fell down,as mountains riven by lightning."
6-69-70,"That mighty Narantaka, the destroyer of men, roamed in all directions in thebattle-field, holding up his shiny javelin, ravaging in all directions like the wind ravaging theearth in a rainy season."
6-69-71,"Narantaka, a single demon, equal to so many demons, struck the armies of mokeys withhis javelin, having the sun's splendour and they fell down on the earth."
6-69-72,"Narantaka, a single demon, equal to so many demons, struck the armies of mokeys withhis javelin, having the sun's splendour and they fell down on the earth."
6-69-73,"Those monkeys were unable to tolerate the down-onslaught of the javelin, which wassimilar to the striking of a thunderbolt and they shouted with a great uproar."
6-69-74,"The images of the falling monkeys were flashing like those of falling mountains,with their peaks shattered by a thunderbolt."
6-69-75,"Those great-souled and the foremost of monkeys, who were earlier thrown down byKumbhakarna, regained their self and approached Sugreeva."
6-69-76,"That Sugreeva, while looking on, saw the army of monkeys running away hither andthither, as they were tormented of the fear of Narantaka."
6-69-77,"To that Sugreeva who was seeing his army running away, Narantaka appeared, comingseated on the back of a horse, holding a javelin in his hand."
6-69-78,"After seeing Narantaka, the vastly splendoured Sugreeva, the king of monkeys spokethus, to Angada, the valiant prince, having a prowess equal to Indra's (as follows):"
6-69-79,"Go out and quickly detach the lives of this valiant demon, who is riding a horseand consuming the army of his enemies."
6-69-80,"Hearing the words of Sugreeva his sovereign, that valiant Angada then came bouncingfrom his army, as the sun coming out of a cloud."
6-69-81,"Angada the excellent of monkeys, resembling a rocky mass, wearing bracelets on hisupper arms, looked brilliant like a mountain with its metallic streaks."
6-69-82,"Angada the son of Vali, bereft of arms but only nails and teeth besides having agreat splendour, approached Narantaka and spoke the following words:"
6-69-83,"Stop! What can you do with these common monkeys? Throw your javelin, having thesensation equal to a thunderbolt, towards my chest."
6-69-84,"Hearing the words of Angada, Narantaka was very much enraged. The enraged Narantaka,tightly biting his lip with his teeth, hissing like a serpent, approaching Angada and firmlyholding that highly radiant javelin, then quickly released it towards Angada. That javelin brokeagainst Angada's chest, that was as hard as a diamond and fell to the earth."
6-69-85,"Then seeing his javelin shattered, like a serpent whose powerful coils were cut offby Garuda the eagle, Angada stretched out his palm and struck the head of the horse."
6-69-86,"That mountain-like Narantaka's horse, struck by a blow of the palm, had its headshattered, feet broken, eyes and pupils put out and tongue come out. It fell down on the earth."
6-69-87,"Seeing his horse fallen down dead, Narantaka was enraged. Raising his fist, thatexceedingly powerful Narantaka in battle struck Angada on his head."
6-69-88,"Then, Angada having his head shattered by the blow of the fist, heavily oozed outvery hot blood, repeatedly felt a burning sensation and swooned. On regaining consciousness, he wassurprised."
6-69-89,"Thereupon, the great-souled Angada, the son of Vali, clinching his fist and thenwith a force equal to death, rushed it against the chest of Narantaka."
6-69-90,"Having his chest deeply sunk back by that fist-blow, giving out flames and with hislimbs smeared by blood, that Narantaka fell down as a mountain is broken up by the fall of athundr-bolt."
6-69-91,"When that Narantaka of great prowess was killed by Angada in battle, the chiefs ofcelestials and the monkeys too then emitted a great roar of triumph in the sky."
6-69-92,"Then, that Angada, who showed that forcible means, which was very difficult to do,and which rejoiced Rama's intellect. So much so, Angada too was surprised. Thereupon Angada, ofterrible acts, was infused with vigour and again showed enthusiasm in battle."
6-70-1,"Seeing Narantaka dying, Devantaka, Trishira and Mahodara the son of Pulastya theforemost of demons, wept."
6-70-2,"Mounting an excellent elephant, resembling a cloud, Mahodara hurrily attacked Angadaof great energy."
6-70-3,"The strong Devantaka, tormented at his brother's calamity, then taking a terrificiron rod, ran towards Angada."
6-70-4,"Thereupon, the valiant Trishira, mounting a chariot resembling the sun and yokedwith excellent horses, marched towards Angada."
6-70-5,"That Angada, being attacked by the three chief demons, who were capable of smashingthe pride of celestials, uplifted a tree with its large boughs."
6-70-6,"The valiant Angada hurled that large tree with big branches quickly on Devantaka asIndra the lord of celestials would a blazing thunderbolt."
